port,city,avg_vehicle_change,avg_truck_change,avg_nontruck_change,avg_wait_time
Port of Seattle,Seattle,0.21478260869565216,1.2304130434782612,0.047760869565217454,15.322630434782608
Port of Tacoma,Tacoma,0.13365217391304354,0.9198478260869566,0.4093913043478263,17.226695652173913
